LoanID,IssueDate,IssueYear,IssueMonth,LoanAmount,Term_Months,InterestRate,Grade,Purpose,HomeOwnership,EmploymentLength,AnnualIncome,DTI,RevolvingUtilization,CreditHistoryYears,Delinquencies2Yrs,OpenAccounts,DefaultFlag,LoanStatus,DTI_Segment,RiskTier,HighRevolvingUtil,ThinFile,HighDTI,LoanToIncome,DefaultProbability,CapitalAtRisk
LC001120,2020-11-01,2020,11,10000,36,21.46,E,Auto,MORTGAGE,3 years,52362,51.59,26.08,27.5,0,8,1,Charged Off,DTI > 43% (Very High),Grade E/F (Critical),0,0,1,0.191,0.4014,4014
LC001121,2020-08-01,2020,8,10000,60,21.84,E,Vacation,MORTGAGE,3 years,64990,23.17,49.39,33.6,1,12,0,Fully Paid,DTI 20-30% (Moderate),Grade E/F (Critical),0,0,0,0.1539,0.2997,2997
LC001122,2024-02-01,2024,2,15000,36,8.51,B,Auto,OWN,< 1 year,154292,37.52,54.54,11.5,0,2,0,Fully Paid,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.0972,0.1427,2140
LC001123,2021-04-01,2021,4,30000,36,6.42,A,Education,RENT,5 years,25439,39.21,13.68,21.3,0,8,1,Charged Off,DTI 30-43% (High),Grade A/B (Prime),0,0,0,1.1793,0.0938,2815
LC001124,2019-11-01,2019,11,10000,60,7.48,B,Medical,OWN,9 years,96731,20.55,51.34,19.2,0,6,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.1034,0.0579,579
LC001125,2024-04-01,2024,4,5000,36,13.5,C,Small Business,MORTGAGE,7 years,88128,14.9,44.6,5.2,2,5,0,Fully Paid,DTI < 20% (Low),Grade C/D (High),0,0,0,0.0567,0.1564,782
LC001126,2023-06-01,2023,6,10000,36,20.15,E,Debt Consolidation,MORTGAGE,8 years,36697,21.97,43.89,25.1,0,6,1,Charged Off,DTI 20-30% (Moderate),Grade E/F (Critical),0,0,0,0.2725,0.2829,2829
LC001127,2020-04-01,2020,4,30000,36,22.6,E,Home Improvement,RENT,1 year,59971,31.6,32.04,9.8,0,8,1,Charged Off,DTI 30-43% (High),Grade E/F (Critical),0,0,0,0.5002,0.337,10110
LC001128,2021-11-01,2021,11,25000,60,6.14,A,Home Improvement,OWN,10+ years,43096,26.61,25.5,9.6,0,12,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.5801,0.0596,1491
LC001129,2024-05-01,2024,5,10000,60,12.63,C,Debt Consolidation,RENT,10+ years,59447,23.8,63.51,15.9,0,7,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.1682,0.1452,1452
LC001130,2021-05-01,2021,5,20000,60,12.3,C,Medical,RENT,10+ years,115216,18.6,38.8,18.7,0,7,0,Fully Paid,DTI < 20% (Low),Grade C/D (High),0,0,0,0.1736,0.103,2060
LC001131,2022-08-01,2022,8,20000,60,8.97,B,Small Business,RENT,10+ years,73336,18.33,34.82,18.5,0,5,0,Fully Paid,DTI < 20% (Low),Grade A/B (Prime),0,0,0,0.2727,0.053,1060
LC001132,2022-04-01,2022,4,25000,36,7.53,A,Debt Consolidation,MORTGAGE,10+ years,69864,31.86,34.18,14.9,0,7,0,Fully Paid,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.3578,0.0647,1618
LC001133,2021-12-01,2021,12,10000,60,7.21,B,Debt Consolidation,MORTGAGE,6 years,43689,23.2,66.43,14.4,0,6,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.2289,0.1005,1005
LC001134,2023-06-01,2023,6,30000,60,27.82,F,Medical,MORTGAGE,2 years,25796,26.9,40.41,14.3,0,12,1,Charged Off,DTI 20-30% (Moderate),Grade E/F (Critical),0,0,0,1.163,0.4027,12081
LC001135,2022-07-01,2022,7,15000,36,9.47,B,Debt Consolidation,OWN,7 years,48814,8.09,34.05,14.5,0,11,0,Fully Paid,DTI < 20% (Low),Grade A/B (Prime),0,0,0,0.3073,0.0545,818
LC001136,2019-08-01,2019,8,25000,60,11.83,C,Auto,RENT,9 years,99042,21.24,29.72,16.6,0,3,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.2524,0.108,2699
LC001137,2024-09-01,2024,9,5000,36,15.94,D,Small Business,MORTGAGE,9 years,25246,41.89,4.2,21.6,0,12,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,0.1981,0.2606,1303
LC001138,2019-10-01,2019,10,15000,36,10.54,B,Small Business,RENT,6 years,31967,39.83,35.99,20.1,0,2,0,Fully Paid,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.4692,0.1323,1985
LC001139,2022-08-01,2022,8,15000,60,26.04,F,Small Business,OWN,< 1 year,57707,41.28,11.07,20.9,0,10,1,Charged Off,DTI 30-43% (High),Grade E/F (Critical),0,0,0,0.2599,0.4581,6872
LC001140,2022-04-01,2022,4,20000,36,25.88,F,Education,MORTGAGE,4 years,33113,37.94,37.58,17.7,2,8,1,Charged Off,DTI 30-43% (High),Grade E/F (Critical),0,0,0,0.604,0.4688,9375
LC001141,2023-04-01,2023,4,5000,36,10.11,B,Home Improvement,MORTGAGE,10+ years,36452,29.65,12.25,19.1,0,5,1,Charged Off,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.1372,0.0916,458
LC001142,2021-10-01,2021,10,30000,60,13.07,C,Medical,MORTGAGE,7 years,43836,37.65,32.38,15.9,0,10,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,0.6844,0.1736,5208
LC001143,2023-11-01,2023,11,10000,60,8.45,B,Small Business,RENT,6 years,27370,23.08,40.24,19.3,0,7,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.3654,0.0653,653
LC001144,2020-05-01,2020,5,25000,60,9.37,B,Debt Consolidation,MORTGAGE,3 years,33288,39.77,76.43,16.6,3,4,0,Fully Paid,DTI 30-43% (High),Grade A/B (Prime),1,0,0,0.751,0.2209,5524
LC001145,2023-03-01,2023,3,30000,36,5.58,A,Auto,MORTGAGE,4 years,77012,22.49,49.18,5.3,1,13,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.3896,0.0681,2042
LC001146,2024-02-01,2024,2,20000,36,17.68,D,Education,MORTGAGE,10+ years,28179,38.53,55.47,7.2,1,12,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,0.7098,0.2935,5869
LC001147,2024-02-01,2024,2,25000,60,13.65,C,Medical,RENT,8 years,24369,33.66,30.8,14.7,0,8,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,1.0259,0.1585,3963
LC001148,2022-09-01,2022,9,25000,36,6.83,A,Auto,MORTGAGE,9 years,39537,25.05,42.41,7.9,0,12,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.6323,0.0585,1462
LC001149,2021-08-01,2021,8,15000,60,9.49,B,Auto,MORTGAGE,5 years,78118,9.67,40.53,15.6,0,4,0,Fully Paid,DTI < 20% (Low),Grade A/B (Prime),0,0,0,0.192,0.053,795
LC001150,2020-06-01,2020,6,30000,60,28.21,F,Medical,RENT,7 years,49096,42.29,13.62,18.2,0,7,1,Charged Off,DTI 30-43% (High),Grade E/F (Critical),0,0,0,0.611,0.4622,13865
LC001151,2021-09-01,2021,9,10000,60,9.2,B,Education,RENT,3 years,42946,31.17,33.39,18.8,1,6,0,Fully Paid,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.2328,0.1097,1097
LC001152,2022-05-01,2022,5,20000,36,5.45,A,Medical,MORTGAGE,8 years,55391,26.15,32.41,14.5,0,12,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.3611,0.0431,862
LC001153,2020-12-01,2020,12,25000,36,13.16,C,Medical,MORTGAGE,5 years,22633,28.63,39.93,18.2,0,8,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,1.1046,0.1375,3438
LC001154,2024-10-01,2024,10,15000,60,28.47,F,Small Business,RENT,5 years,69380,13.03,77.53,21.2,0,8,0,Fully Paid,DTI < 20% (Low),Grade E/F (Critical),1,0,0,0.2162,0.4281,6421
LC001155,2024-01-01,2024,1,15000,36,8.39,B,Education,RENT,8 years,65625,18.28,54.02,22.1,1,9,0,Fully Paid,DTI < 20% (Low),Grade A/B (Prime),0,0,0,0.2286,0.073,1096
LC001156,2019-08-01,2019,8,15000,60,16.51,D,Debt Consolidation,RENT,10+ years,44150,40.27,70.94,21.5,0,9,1,Charged Off,DTI 30-43% (High),Grade C/D (High),0,0,0,0.3398,0.296,4439
LC001157,2022-03-01,2022,3,30000,60,17.13,D,Auto,RENT,< 1 year,89587,43.48,59.38,16.7,2,3,1,Charged Off,DTI > 43% (Very High),Grade C/D (High),0,0,1,0.3349,0.3097,9290
LC001158,2023-09-01,2023,9,35000,36,9.16,B,Auto,MORTGAGE,10+ years,30830,16.41,40.94,10.3,1,5,0,Fully Paid,DTI < 20% (Low),Grade A/B (Prime),0,0,0,1.1352,0.0791,2768
LC001159,2020-11-01,2020,11,20000,60,16.01,D,Debt Consolidation,MORTGAGE,3 years,95221,30.43,30.37,7.1,1,6,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,0.21,0.2504,5008
LC001160,2022-01-01,2022,1,25000,36,10.1,B,Education,MORTGAGE,5 years,58527,28.65,14.2,14.5,1,8,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.4272,0.1011,2527
LC001161,2021-03-01,2021,3,35000,36,18.66,D,Debt Consolidation,MORTGAGE,< 1 year,45786,35.89,39.58,14.0,0,15,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,0.7644,0.2396,8385
LC001162,2020-01-01,2020,1,5000,36,16.96,D,Home Improvement,RENT,3 years,53641,23.07,34.57,21.3,0,4,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.0932,0.1853,926
LC001163,2023-01-01,2023,1,10000,60,12.08,C,Medical,MORTGAGE,6 years,51347,35.68,58.75,11.1,0,12,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,0.1948,0.1949,1949
LC001164,2024-06-01,2024,6,25000,36,5.16,A,Debt Consolidation,MORTGAGE,< 1 year,99722,37.31,39.92,17.0,1,6,0,Fully Paid,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.2507,0.0982,2456
LC001165,2021-04-01,2021,4,30000,36,21.61,E,Education,OWN,6 years,31624,30.28,10.66,5.3,0,10,0,Fully Paid,DTI 30-43% (High),Grade E/F (Critical),0,0,0,0.9487,0.3452,10357
LC001166,2022-10-01,2022,10,30000,36,10.08,B,Education,MORTGAGE,10+ years,37002,37.51,65.44,14.1,0,11,0,Fully Paid,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.8108,0.1566,4699
LC001167,2021-04-01,2021,4,15000,36,9.58,B,Small Business,RENT,1 year,90958,19.98,3.06,14.2,0,3,0,Fully Paid,DTI < 20% (Low),Grade A/B (Prime),0,0,0,0.1649,0.0554,831
LC001168,2024-05-01,2024,5,5000,36,6.4,A,Debt Consolidation,MORTGAGE,9 years,40225,38.13,56.56,10.9,1,10,0,Fully Paid,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.1243,0.1269,635
LC001169,2024-03-01,2024,3,15000,36,12.33,C,Debt Consolidation,RENT,5 years,84988,15.76,28.06,5.9,0,10,1,Charged Off,DTI < 20% (Low),Grade C/D (High),0,0,0,0.1765,0.1303,1954
LC001170,2020-12-01,2020,12,10000,60,15.93,D,Small Business,MORTGAGE,8 years,126718,37.96,67.2,10.7,0,6,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,0.0789,0.2921,2921
LC001171,2024-02-01,2024,2,10000,36,7.07,A,Vacation,RENT,3 years,44316,37.68,25.28,27.7,1,2,0,Fully Paid,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.2257,0.0997,997
LC001172,2020-10-01,2020,10,30000,36,13.53,C,Medical,RENT,2 years,76167,31.2,26.14,10.6,0,7,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,0.3939,0.161,4830
LC001173,2019-08-01,2019,8,5000,36,7.96,B,Debt Consolidation,OWN,2 years,30429,24.7,33.4,32.9,1,4,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.1643,0.0838,419
LC001174,2023-11-01,2023,11,30000,60,18.07,D,Medical,RENT,< 1 year,79013,21.92,15.68,11.4,1,14,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.3797,0.2035,6104
LC001175,2021-07-01,2021,7,15000,36,6.86,A,Small Business,MORTGAGE,2 years,59857,34.41,48.54,6.9,1,15,1,Charged Off,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.2506,0.1109,1664
LC001176,2022-10-01,2022,10,20000,60,17.92,D,Education,RENT,8 years,68632,13.58,31.12,10.8,1,7,0,Fully Paid,DTI < 20% (Low),Grade C/D (High),0,0,0,0.2914,0.1976,3952
LC001177,2023-04-01,2023,4,5000,60,8.13,B,Debt Consolidation,MORTGAGE,10+ years,39231,20.29,24.14,10.9,0,11,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.1275,0.0665,332
LC001178,2019-02-01,2019,2,15000,60,25.71,F,Education,MORTGAGE,10+ years,23611,34.11,56.94,7.7,0,7,0,Fully Paid,DTI 30-43% (High),Grade E/F (Critical),0,0,0,0.6353,0.4652,6978
LC001179,2021-12-01,2021,12,5000,60,6.28,A,Small Business,MORTGAGE,8 years,69677,20.99,67.63,13.1,0,11,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.0718,0.0619,310
LC001180,2022-09-01,2022,9,40000,36,9.6,B,Vacation,RENT,1 year,19308,24.59,30.61,8.8,1,9,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,2.0716,0.102,4078
LC001181,2021-08-01,2021,8,30000,60,7.84,A,Home Improvement,RENT,3 years,46227,30.66,18.08,14.5,0,11,0,Fully Paid,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.649,0.0611,1834
LC001182,2019-04-01,2019,4,15000,36,27.36,F,Medical,RENT,3 years,86733,27.7,26.75,10.5,1,8,1,Charged Off,DTI 20-30% (Moderate),Grade E/F (Critical),0,0,0,0.1729,0.4293,6440
LC001183,2019-11-01,2019,11,10000,60,21.21,E,Auto,RENT,3 years,59632,16.5,41.14,27.3,0,8,0,Fully Paid,DTI < 20% (Low),Grade E/F (Critical),0,0,0,0.1677,0.275,2750
LC001184,2024-05-01,2024,5,35000,60,8.38,B,Debt Consolidation,MORTGAGE,6 years,143512,24.29,23.36,28.8,0,12,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.2439,0.0702,2456
LC001185,2024-10-01,2024,10,15000,60,17.78,D,Auto,OWN,6 years,90450,29.7,36.26,35.0,0,3,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.1658,0.2118,3177
LC001186,2020-06-01,2020,6,10000,36,20.63,E,Medical,OWN,4 years,39068,37.88,65.46,17.6,0,11,0,Fully Paid,DTI 30-43% (High),Grade E/F (Critical),0,0,0,0.256,0.3774,3774
LC001187,2020-04-01,2020,4,20000,36,14.1,C,Debt Consolidation,MORTGAGE,4 years,54921,44.7,49.61,18.9,1,13,0,Fully Paid,DTI > 43% (Very High),Grade C/D (High),0,0,1,0.3642,0.2138,4276
LC001188,2023-02-01,2023,2,35000,36,12.57,C,Home Improvement,MORTGAGE,10+ years,52908,33.13,34.7,15.6,1,4,1,Charged Off,DTI 30-43% (High),Grade C/D (High),0,0,0,0.6615,0.1675,5863
LC001189,2024-05-01,2024,5,5000,36,10.47,B,Medical,MORTGAGE,9 years,24561,10.21,25.4,11.0,0,7,0,Fully Paid,DTI < 20% (Low),Grade A/B (Prime),0,0,0,0.2036,0.065,325
LC001190,2021-11-01,2021,11,10000,36,6.94,A,Debt Consolidation,RENT,3 years,33854,49.47,35.68,16.1,0,12,0,Fully Paid,DTI > 43% (Very High),Grade A/B (Prime),0,0,1,0.2954,0.1349,1349
LC001191,2024-01-01,2024,1,35000,36,21.29,E,Small Business,OWN,10+ years,40930,33.44,50.1,21.5,0,8,0,Fully Paid,DTI 30-43% (High),Grade E/F (Critical),0,0,0,0.8551,0.329,11514
LC001192,2022-07-01,2022,7,10000,60,26.38,F,Home Improvement,MORTGAGE,10+ years,19573,25.01,23.54,19.9,1,7,0,Fully Paid,DTI 20-30% (Moderate),Grade E/F (Critical),0,0,0,0.5109,0.405,4050
LC001193,2024-09-01,2024,9,5000,36,16.53,D,Small Business,MORTGAGE,4 years,55478,25.97,20.39,14.5,3,14,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.0901,0.2344,1172
LC001194,2020-03-01,2020,3,20000,60,9.54,B,Debt Consolidation,RENT,4 years,47833,32.58,21.04,15.4,1,8,1,Charged Off,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.4181,0.1153,2306
LC001195,2024-06-01,2024,6,30000,36,9.26,B,Auto,RENT,6 years,23472,18.4,44.02,8.1,0,6,0,Fully Paid,DTI < 20% (Low),Grade A/B (Prime),0,0,0,1.2781,0.0737,2211
LC001196,2022-09-01,2022,9,20000,60,16.32,D,Vacation,MORTGAGE,10+ years,66311,17.72,27.45,15.1,0,8,0,Fully Paid,DTI < 20% (Low),Grade C/D (High),0,0,0,0.3016,0.173,3460
LC001197,2024-11-01,2024,11,40000,60,21.27,E,Vacation,OWN,10+ years,77492,27.44,63.84,9.3,1,9,1,Charged Off,DTI 20-30% (Moderate),Grade E/F (Critical),0,0,0,0.5162,0.3615,14462
LC001198,2022-04-01,2022,4,25000,36,21.46,E,Medical,MORTGAGE,1 year,60689,49.34,34.33,19.6,0,6,1,Charged Off,DTI > 43% (Very High),Grade E/F (Critical),0,0,1,0.4119,0.3924,9809
LC001199,2022-06-01,2022,6,5000,36,15.1,D,Debt Consolidation,RENT,5 years,46072,33.44,51.0,19.4,0,5,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,0.1085,0.2288,1144
LC001200,2024-03-01,2024,3,40000,36,17.17,D,Education,OWN,6 years,72818,17.37,30.24,25.0,0,10,0,Fully Paid,DTI < 20% (Low),Grade C/D (High),0,0,0,0.5493,0.173,6920
LC001201,2023-09-01,2023,9,15000,60,5.62,A,Debt Consolidation,RENT,6 years,76123,9.07,51.1,11.1,0,10,0,Fully Paid,DTI < 20% (Low),Grade A/B (Prime),0,0,0,0.197,0.0309,464
LC001202,2023-07-01,2023,7,10000,36,5.48,A,Debt Consolidation,RENT,2 years,63177,17.25,36.71,4.9,1,6,0,Fully Paid,DTI < 20% (Low),Grade A/B (Prime),0,0,0,0.1583,0.0593,593
LC001203,2021-07-01,2021,7,20000,36,20.05,E,Home Improvement,RENT,10+ years,35871,30.19,14.32,16.5,1,13,0,Fully Paid,DTI 30-43% (High),Grade E/F (Critical),0,0,0,0.5575,0.3278,6555
LC001204,2023-04-01,2023,4,15000,36,15.36,D,Small Business,MORTGAGE,8 years,62212,22.48,19.92,18.3,1,5,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.2411,0.1949,2924
LC001205,2024-06-01,2024,6,5000,36,5.32,A,Education,OWN,10+ years,98493,38.0,41.75,17.7,0,7,0,Fully Paid,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.0508,0.089,445
LC001206,2019-11-01,2019,11,5000,60,5.83,A,Medical,RENT,10+ years,40203,18.56,28.79,6.5,0,6,0,Fully Paid,DTI < 20% (Low),Grade A/B (Prime),0,0,0,0.1244,0.0425,212
LC001207,2022-11-01,2022,11,15000,36,18.36,D,Home Improvement,OWN,9 years,154658,26.28,7.29,30.2,0,19,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.097,0.1981,2972
LC001208,2024-08-01,2024,8,30000,36,5.98,A,Debt Consolidation,RENT,5 years,41655,41.99,37.73,20.0,1,5,0,Fully Paid,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.7202,0.117,3509
LC001209,2023-06-01,2023,6,20000,36,6.54,A,Vacation,OWN,7 years,55061,18.57,87.01,19.8,1,11,0,Fully Paid,DTI < 20% (Low),Grade A/B (Prime),1,0,0,0.3632,0.103,2060
LC001210,2024-06-01,2024,6,40000,60,13.12,C,Home Improvement,MORTGAGE,2 years,38706,22.19,47.74,20.1,0,11,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,1.0334,0.1118,4470
LC001211,2024-04-01,2024,4,10000,36,16.9,D,Home Improvement,MORTGAGE,8 years,60575,24.7,20.04,12.5,0,8,1,Charged Off,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.1651,0.1993,1993
LC001212,2023-08-01,2023,8,10000,60,16.74,D,Debt Consolidation,RENT,2 years,22672,28.44,58.12,4.9,0,13,1,Charged Off,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.4411,0.2533,2533
LC001213,2023-10-01,2023,10,10000,36,8.24,B,Education,OWN,8 years,41232,27.19,66.13,17.8,0,4,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.2425,0.114,1140
LC001214,2024-08-01,2024,8,10000,60,17.96,D,Medical,MORTGAGE,2 years,31380,12.26,47.81,14.5,0,9,0,Fully Paid,DTI < 20% (Low),Grade C/D (High),0,0,0,0.3187,0.1745,1745
LC001215,2024-09-01,2024,9,10000,60,10.65,B,Debt Consolidation,RENT,1 year,57969,17.42,39.39,22.9,1,12,0,Fully Paid,DTI < 20% (Low),Grade A/B (Prime),0,0,0,0.1725,0.065,650
LC001216,2024-06-01,2024,6,30000,36,7.85,B,Debt Consolidation,MORTGAGE,2 years,89074,23.09,16.15,17.1,0,11,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.3368,0.0654,1961
LC001217,2019-02-01,2019,2,35000,36,15.98,D,Medical,RENT,< 1 year,74832,22.82,23.94,3.1,0,6,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.4677,0.22,7699
LC001218,2020-04-01,2020,4,40000,36,16.58,D,Medical,OWN,8 years,18000,39.2,60.07,10.7,0,3,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,2.2222,0.2828,11314
LC001219,2022-04-01,2022,4,10000,60,20.63,E,Debt Consolidation,RENT,9 years,150397,44.06,43.07,7.2,1,6,1,Charged Off,DTI > 43% (Very High),Grade E/F (Critical),0,0,1,0.0665,0.4066,4066
LC001220,2023-08-01,2023,8,35000,36,17.2,D,Vacation,MORTGAGE,6 years,62796,39.53,66.15,10.3,0,5,1,Charged Off,DTI 30-43% (High),Grade C/D (High),0,0,0,0.5574,0.2975,10413
LC001221,2021-05-01,2021,5,15000,36,12.22,C,Debt Consolidation,MORTGAGE,2 years,36745,17.23,13.76,22.0,1,8,0,Fully Paid,DTI < 20% (Low),Grade C/D (High),0,0,0,0.4082,0.115,1725
LC001222,2019-04-01,2019,4,5000,36,8.13,A,Home Improvement,RENT,1 year,58604,43.14,42.35,19.6,0,7,0,Fully Paid,DTI > 43% (Very High),Grade A/B (Prime),0,0,1,0.0853,0.1096,548
LC001223,2021-08-01,2021,8,35000,36,10.15,B,Vacation,RENT,< 1 year,59166,30.43,22.73,8.7,0,4,0,Fully Paid,DTI 30-43% (High),Grade A/B (Prime),0,0,0,0.5916,0.1136,3977
LC001224,2023-03-01,2023,3,25000,36,9.37,B,Home Improvement,RENT,2 years,38816,24.81,62.89,10.5,1,5,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.6441,0.1235,3088
LC001225,2024-02-01,2024,2,10000,60,10.02,B,Medical,MORTGAGE,10+ years,59812,25.64,29.4,19.2,0,11,1,Charged Off,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.1672,0.0756,756
LC001226,2024-04-01,2024,4,15000,60,27.68,F,Home Improvement,RENT,3 years,39985,34.98,4.79,21.1,0,16,0,Fully Paid,DTI 30-43% (High),Grade E/F (Critical),0,0,0,0.3751,0.4329,6494
LC001227,2021-11-01,2021,11,10000,36,8.75,B,Debt Consolidation,MORTGAGE,4 years,44259,6.96,43.76,15.9,0,11,0,Fully Paid,DTI < 20% (Low),Grade A/B (Prime),0,0,0,0.2259,0.053,530
LC001228,2021-01-01,2021,1,25000,60,20.75,E,Vacation,RENT,1 year,38440,23.32,44.62,11.5,1,7,0,Fully Paid,DTI 20-30% (Moderate),Grade E/F (Critical),0,0,0,0.6504,0.3108,7770
LC001229,2021-01-01,2021,1,15000,60,16.86,D,Home Improvement,RENT,2 years,26467,42.48,83.69,26.7,1,17,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),1,0,0,0.5667,0.3423,5134
LC001230,2021-05-01,2021,5,40000,60,22.09,E,Auto,MORTGAGE,6 years,58274,21.17,47.41,18.5,0,9,1,Charged Off,DTI 20-30% (Moderate),Grade E/F (Critical),0,0,0,0.6864,0.2797,11187
LC001231,2023-11-01,2023,11,5000,36,12.91,C,Debt Consolidation,RENT,7 years,72595,39.24,8.24,5.9,1,10,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,0.0689,0.2193,1096
LC001232,2021-01-01,2021,1,15000,36,11.54,C,Debt Consolidation,OWN,3 years,70083,13.84,63.56,35.0,0,10,0,Fully Paid,DTI < 20% (Low),Grade C/D (High),0,0,0,0.214,0.1301,1952
LC001233,2019-04-01,2019,4,20000,60,12.16,C,Debt Consolidation,OWN,< 1 year,81631,22.62,28.79,32.3,0,7,0,Fully Paid,DTI 20-30% (Moderate),Grade C/D (High),0,0,0,0.245,0.1135,2270
LC001234,2022-08-01,2022,8,20000,60,9.14,B,Medical,MORTGAGE,5 years,63715,22.9,22.08,20.2,0,14,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.3139,0.0646,1292
LC001235,2020-08-01,2020,8,15000,36,16.74,D,Home Improvement,MORTGAGE,2 years,41508,30.95,50.22,15.6,1,10,0,Fully Paid,DTI 30-43% (High),Grade C/D (High),0,0,0,0.3614,0.2292,3439
LC001236,2019-02-01,2019,2,25000,36,10.78,B,Auto,OWN,2 years,82440,26.93,48.15,14.0,0,7,0,Fully Paid,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.3032,0.0837,2093
LC001237,2022-03-01,2022,3,35000,36,5.29,A,Home Improvement,RENT,10+ years,27481,15.11,31.26,11.0,0,10,0,Fully Paid,DTI < 20% (Low),Grade A/B (Prime),0,0,0,1.2736,0.029,1015
LC001238,2020-03-01,2020,3,35000,36,17.2,D,Vacation,RENT,7 years,34533,45.76,26.58,20.4,0,8,0,Fully Paid,DTI > 43% (Very High),Grade C/D (High),0,0,1,1.0135,0.276,9661
LC001239,2022-01-01,2022,1,30000,36,7.59,A,Debt Consolidation,RENT,6 years,33453,24.32,18.74,10.0,0,17,1,Charged Off,DTI 20-30% (Moderate),Grade A/B (Prime),0,0,0,0.8968,0.0493,1478
LC001240,2021-11-01,2021,11,30000,36,28.62,F,Auto,MORTGAGE,5 years,92970,28.23,66.86,7.8,1,8,1,Charged Off,DTI 20-30% (Moderate),Grade E/F (Critical),0,0,0,0.3227,0.4732,14197
LC001241,2023-03-01,2023,3,20000,36,26.48,F,Education,RENT,5 years,86803,20.28,23.93,16.6,2,6,0,Fully Paid,DTI 20-30% (Moderate),Grade E/F (Critical),0,0,0,0.2304,0.3981,7962
